id,adr_eur,is_canceled
113503,139.4,0
82680,109.0,0
27142,170.7,0
66417,109.8,1
75814,62.0,1
118833,169.0,0
12309,88.2,1
20984,67.5,0
91313,65.0,0
19504,0.0,0
9457,55.8,1
7241,210.43,1
30834,60.0,0
46225,90.0,0
91092,90.0,0
103190,131.0,0
5107,85.0,1
19200,79.0,1
34561,65.0,0
13838,194.5,0
85605,90.0,0
89973,0.0,0
66226,95.0,1
35481,85.0,0
68897,160.0,1
86675,104.0,0
30188,55.8,0
51379,62.0,1
51651,135.0,1
12518,92.0,1
50120,101.0,1
108076,95.0,0
60255,100.0,1
71849,184.5,1
20773,58.0,0
113304,89.1,0
116466,89.1,0
42625,85.0,0
74024,62.0,1
1789,103.51,0
19381,56.0,0
62567,79.5,1
72331,110.0,1
32710,48.0,0
5530,85.0,0
48926,89.1,1
56188,90.95,0
114498,117.0,0
88832,125.1,0
74781,0.0,1
76725,65.0,0
63905,75.0,1
5678,46.0,1
3083,55.1,0
28376,88.4,0
66980,84.55,1
38481,180.0,0
80761,125.0,1
87356,173.12,0
31141,43.0,0
90629,110.0,0
113677,65.0,0
59497,110.0,1
39213,132.85,0
22627,50.0,0
58881,126.0,1
79786,83.0,0
111497,140.0,0
89744,90.0,0
18156,31.0,0
105647,128.0,0
53341,96.0,1
60256,100.0,1
2110,55.43,0
39536,249.23,0
37043,136.0,0
91125,115.0,0
91818,95.0,0
81094,65.0,0
66528,135.0,1
25095,161.0,0
6140,60.0,0
82123,80.0,1
79213,136.0,0
15563,157.0,0
37060,95.0,0
11737,161.5,1
19425,69.0,0
48941,96.3,1
30346,80.0,0
13769,213.5,1
62884,102.85,1
117814,133.29,0
3712,332.0,0
109180,115.0,0
44802,110.0,1
59148,110.0,1
42481,75.0,0
85727,109.0,0
72945,175.5,1
12586,156.67,1
2376,36.05,1
9432,33.6,1
55454,114.3,1
90580,0.0,0
96286,67.0,0
92806,87.82,0
74617,62.0,1
1104,178.67,0
33937,35.0,0
15182,58.95,1
48281,74.68,0
93522,115.0,0
93223,130.05,0
38056,74.7,0
79545,95.0,1
14491,39.0,0
109141,153.0,0
101908,99.0,0
28137,90.0,0
52070,120.0,1
59595,162.9,1
116704,95.5,0
108996,95.0,0
39082,250.0,0
48981,107.1,1
109624,115.0,0
73807,62.8,1
63507,132.6,1
97880,81.0,0
35581,51.2,0
44278,60.0,0
92715,85.5,0
108208,79.2,0
107480,80.0,0
54782,89.25,1
113591,95.0,0
43802,136.0,0
79718,99.75,1
56942,149.4,1
106715,96.0,0
16955,89.0,0
73882,62.8,1
66744,123.75,1
89162,140.4,0
17664,44.5,0
50910,92.28,1
7442,140.0,1
10402,60.0,1
9324,44.64,1
111787,111.6,0
9331,37.8,1
101656,60.29,0
62925,80.0,1
87606,126.0,0
71723,90.0,1
88489,109.65,0
116366,89.1,0
105719,90.71,0
100448,111.6,0
97182,123.0,0
39465,252.0,0
47570,60.0,1
9263,73.8,1
107908,81.77,0
54218,148.5,1
107409,68.0,0
38000,98.0,0
108836,88.54,0
76586,90.0,1
109425,80.0,0
89625,144.0,0
6045,90.0,1
62841,80.0,1
108961,157.25,0
98626,117.9,0
73067,112.5,1
48625,88.83,1
70344,130.0,1
79295,114.0,0
24668,80.0,0
86567,95.0,0
98735,150.61,0
34165,62.28,0
29557,71.0,0
81782,75.0,1
38296,164.0,0
35770,122.0,0
26501,128.0,0
104561,67.15,0
80403,90.0,1
48014,78.3,1
78150,121.75,0
10136,62.0,1
116059,112.67,0
84810,118.0,0
11308,85.0,1
81623,100.0,1
101931,68.47,0
114397,170.0,0
36661,60.0,0
37117,75.0,0
38599,209.85,0
54143,62.0,1
91995,85.6,0
84843,189.75,0
43018,60.0,0
87496,80.0,0
45554,60.0,0
109032,204.01,0
31283,35.0,0
113988,0.0,0
58886,60.0,1
25382,64.8,0
93796,72.25,0
89349,126.9,0
75350,62.0,1
78958,65.0,0
76816,65.0,0
43170,0.0,0
91436,102.15,0
45915,64.0,0
23104,0.0,0
17387,41.4,0
8476,76.5,1
56384,116.1,1
53673,98.1,1
80209,107.0,0
115493,80.1,0
44382,112.2,0
110536,105.75,0
65053,79.2,1
55861,130.5,1
53615,85.5,1
90748,120.0,0
22922,70.0,0
42786,126.0,1
114520,96.25,0
95192,189.9,0
31997,37.0,0
6521,48.88,1
96877,85.0,0
52398,100.0,1
62748,80.0,1
13804,28.5,0
39042,219.58,0
3472,56.7,0
49290,76.5,1
57858,132.3,1
98277,91.48,0
81174,65.0,0
21867,44.66,0
102670,88.0,0
30515,37.8,0
14701,40.05,1
77644,126.0,0
99318,164.13,0
54133,62.0,1
33495,60.0,0
115965,230.0,0
49880,62.8,1
16669,123.0,0
21708,92.0,0
116663,65.18,0
85620,80.0,0
104183,74.8,0
76603,60.0,0
92687,139.0,0
57126,110.0,1
60916,85.0,1
81854,110.0,1
32010,68.0,0
39764,187.88,0
108630,88.2,0
41133,75.0,0
63967,203.0,1
105317,78.0,0
104312,80.0,0
3914,73.33,1
109746,150.0,0
53286,140.0,1
43332,87.0,0
71348,177.3,1
343,103.8,1
8554,48.0,0
111456,140.0,0
38748,214.0,0
113604,162.0,0
103858,65.0,0
65431,105.0,1
76262,75.0,1
77807,17.6,1
37509,73.63,0
60035,89.0,1
21430,60.0,0
38497,220.0,0
6280,110.0,1
105119,93.6,0
116464,147.9,0
76889,146.0,0
78797,100.0,0
59820,51.4,1
75065,62.0,1
101900,111.0,0
105735,88.0,0
55257,120.69,1
106361,65.0,0
25789,86.4,0
56036,90.0,1
39966,127.2,0
91140,115.0,0
22721,66.0,0
106365,158.0,0
53915,127.62,1
55173,93.25,0
114726,105.0,0
111299,90.0,0
97691,80.75,0
116520,80.1,0
34257,40.0,0
92713,110.44,0
79533,95.0,1
18277,44.0,0
75627,62.0,1
95389,123.3,0
27995,64.9,0
104352,89.5,0
32282,45.0,0
19300,32.0,0
58606,105.0,1
62572,77.35,1
107735,70.26,0
85652,103.0,0
14518,35.0,0
49492,65.0,1
333,90.71,0
36022,44.8,0
15455,115.5,0
74528,62.0,1
103590,120.7,0
61498,93.6,1
91050,102.33,0
6426,129.0,1
52932,120.0,1
72986,210.0,1
82538,143.5,0
90761,121.5,0
54374,62.0,1
17295,68.0,0
75378,62.0,1
15557,165.0,0
41646,80.0,1
109517,195.0,0
6061,65.7,1
102853,0.0,0
12662,186.84,1
76412,72.5,0
88541,144.0,0
69977,170.0,1
11606,47.0,1
46059,90.0,1
46863,75.0,1
108293,90.0,0
82566,60.5,0
13773,228.57,1
57381,119.0,1
58668,134.73,1
75011,82.0,1
104766,129.6,0
68550,90.0,1
105409,79.0,0
19677,102.6,0
42284,116.0,1
20766,35.0,0
75335,62.0,1
79368,90.0,1
89599,116.1,0
96887,158.95,0
21817,86.55,0
104403,130.0,0
99698,115.0,0
107575,251.0,0
101789,100.05,0
72241,152.63,1
77533,152.84,0
31033,34.0,0
52067,120.0,1
91288,106.0,0
24724,0.0,0
7225,209.0,1
116847,65.0,0
39708,210.0,0
96959,125.1,0
106126,75.0,0
2225,62.8,0
101889,85.0,0
81051,75.0,1
75935,101.5,1
1090,243.0,0
109017,125.1,0
51507,100.0,1
15585,182.8,0
56221,62.0,1
473,120.6,1
80319,110.0,1
16741,42.0,0
38197,260.0,0
89691,145.85,0
78786,109.0,0
82890,75.0,1
93269,85.0,0
34320,37.8,0
110266,214.0,0
8158,60.0,0
13674,207.0,1
51577,109.65,1
7075,120.0,1
39733,230.0,0
65902,120.0,1
29095,48.0,0
100490,12.0,0
53254,116.1,1
62883,100.3,1
32184,55.0,0
90873,80.75,0
28992,78.81,0
33665,135.0,0
45427,75.33,0
78543,76.67,0
35788,117.0,0
100745,113.4,0
98413,94.0,0
23919,127.0,0
11101,94.29,1
70854,105.0,1
118018,130.5,0
105461,107.0,0
109139,110.0,0
119198,169.0,0
93187,114.3,0
29470,74.9,0
21483,44.0,0
59492,110.0,1
92002,146.0,0
55902,130.95,1
45735,84.0,1
108130,100.3,0
8505,52.2,1
65956,135.0,1
103793,148.0,0
92092,63.75,0
63195,99.29,1
86972,115.8,0
30959,25.42,0
91039,85.0,0
78802,100.0,0
112129,112.5,0
17951,42.0,0
92378,135.0,0
38688,119.41,0
10389,47.0,1
42215,155.0,0
89695,78.0,0
22519,92.0,0
7150,126.0,1
115912,179.1,0
86109,38.67,0
22881,68.0,0
51268,65.0,1
38198,274.0,0
101699,75.0,0
83707,62.0,0
109535,135.0,0
56058,127.03,1
71544,154.8,1
110945,117.0,0
85265,92.9,0
78472,161.0,0
7931,90.0,1
14680,36.0,1
102655,105.0,0
48811,62.0,1
90584,110.0,0
87191,85.0,0
23714,85.0,0
115305,120.0,0
54600,63.75,1
54597,59.0,1
22580,43.0,0
116097,122.4,0
64904,74.8,1
23581,30.0,0
6097,101.7,0
99621,90.95,0
98169,70.0,0
27022,151.3,0
44923,70.0,1
104953,98.0,0
34807,114.0,0
95249,114.5,0
8130,129.0,1
29877,30.6,0
102667,85.0,0
82099,60.0,0
65166,114.0,1
61565,79.2,1
115385,115.0,0
116719,122.4,0
76309,62.0,0
74956,12.0,1
108423,100.3,0
100677,200.33,0
97372,101.4,0
32644,35.11,0
46004,65.0,1
48491,62.18,1
92025,149.0,0
91928,96.3,0
1458,113.43,1
40296,55.08,1
42785,126.0,1
16176,191.0,0
30736,63.0,0
85279,87.0,0
2364,61.35,0
20495,48.0,0
16389,27.0,0
86698,104.0,0
78908,90.0,0
63318,74.8,1
103310,73.95,0
42762,90.0,0
93075,90.08,0
25912,91.4,0
72539,89.1,1
5892,0.0,0
101557,105.0,0
16393,163.8,0
71093,117.0,1
79669,104.0,0
117326,139.5,0
33918,57.6,0
61146,88.4,1
88132,108.3,0
52887,120.0,1
55096,135.9,1
31288,75.0,0
61423,75.99,1
82161,80.0,1
16134,152.6,0
81004,85.0,1
33825,60.0,0
107342,97.2,0
92742,102.25,0
118091,152.0,0
44349,73.0,0
70321,152.0,1
3687,136.5,0
8481,64.64,1
5096,56.89,1
30554,73.3,0
54875,62.0,1
68857,190.0,1
85402,86.35,0
101062,160.0,0
119188,104.0,0
11411,85.0,1
82047,95.0,0
63695,195.33,1
27682,171.0,0
85571,95.48,0
69280,130.0,1
52123,100.0,1
71400,90.0,1
28602,79.0,0
58099,229.6,1
40244,94.5,1
57958,118.8,1
76658,65.0,1
42415,84.0,0
103309,68.0,0
75589,101.5,0
85625,103.0,0
71622,110.0,1
61623,93.6,1
96431,85.5,0
104048,136.8,0
86973,101.0,0
72503,125.1,1
113523,130.0,0
48334,119.0,1
113191,91.51,0
72477,170.0,1
80896,70.0,0
53316,72.0,1
37212,102.8,0
67130,130.0,1
22838,56.0,0
9207,95.91,1
71971,98.1,1
47491,64.0,1
14613,239.0,0
87048,90.0,0
63483,80.0,1
93427,80.0,0
58535,95.0,1
4519,83.4,1
36209,147.0,0
61843,131.13,1
27164,118.1,0
86697,0.0,0
27827,212.6,0
63314,71.28,1
44626,85.0,0
100798,90.9,0
38079,190.0,0
90591,110.0,0
30845,29.0,0
62359,74.8,1
21967,68.0,0
109924,126.0,0
22547,48.0,0
105349,80.0,0
66508,95.0,1
15862,204.0,0
15531,142.48,0
9066,58.05,1
108634,79.2,0
85673,125.0,0
90663,115.0,0
85494,81.9,0
118144,112.67,0
29498,70.0,0
68265,160.0,1
20957,48.0,0
44309,62.0,1
7909,227.1,1
62306,67.0,1
71165,110.0,1
111654,141.0,0
58215,108.0,1
51752,130.0,1
79933,0.0,0
31620,148.0,0
49186,62.0,1
43496,85.5,0
92380,95.0,0
115742,198.0,0
29207,216.0,0
55023,94.5,1
15884,172.0,0
22521,45.36,0
36132,70.95,0
94770,65.0,0
4772,101.0,0
84039,80.0,0
71104,121.33,1
31613,114.0,0
54074,110.0,1
28403,127.67,0
13672,249.0,1
106128,77.0,0
62264,71.19,1
41199,109.0,1
4241,64.0,0
6567,128.8,1
5254,46.0,1
110948,85.0,0
99833,148.28,0
93781,94.0,0
69177,160.0,1
90936,105.26,0
110599,108.0,0
33359,30.0,0
91419,150.3,0
39678,112.41,0
53962,107.95,1
53277,140.0,1
71198,118.2,1
61811,163.34,1
8795,44.36,0
57506,105.0,1
100847,79.5,0
94764,135.9,0
60839,0.0,1
46129,63.75,0
79736,65.0,0
82866,75.0,1
82407,55.0,0
95343,76.5,0
69993,135.33,1
64058,116.45,1
70656,90.0,1
89286,116.1,0
55480,103.5,1
73216,195.0,1
72525,129.0,1
68166,110.0,1
52437,115.32,0
62979,80.0,1
18952,25.0,0
59112,110.0,1
44300,86.0,1
50407,168.3,1
58655,105.0,1
25807,73.0,0
28726,50.0,0
58793,107.1,1
59438,95.0,1
47676,60.0,1
12823,151.25,1
45804,70.0,0
80277,73.15,0
4129,26.1,0
39517,392.0,0
117058,148.0,0
56359,121.98,1
29261,100.0,0
69490,144.0,1
47717,81.9,1
42652,113.71,0
41095,153.0,0
118359,160.0,0
80154,139.0,1
22055,40.0,0
32493,48.0,0
35085,80.0,0
88376,130.0,0
35962,157.0,0
54543,121.37,1
20431,48.5,0
65674,85.0,1
53274,140.0,1
11792,80.1,1
80960,87.0,0
117521,150.0,0
68722,90.0,1
14263,70.0,0
116457,156.6,0
40848,94.5,0
74363,62.0,1
53101,130.0,1
93571,115.0,0
39947,174.4,0
35333,96.0,0
83473,66.0,0
67830,120.0,1
26446,180.0,0
89813,111.0,0
6453,110.0,1
129,73.8,0
114981,95.0,0
54559,65.0,1
50320,180.68,1
68291,160.0,1
119200,104.0,0
56786,184.0,1
89949,95.0,0
35935,85.0,0
16631,135.14,0
47975,76.5,1
84989,79.63,0
103578,133.0,0
36205,92.0,0
3788,47.6,1
37160,231.5,0
10975,195.25,1
57633,62.0,1
113885,95.2,0
22441,121.0,0
68230,160.0,1
112360,144.0,0
67878,228.21,1
53871,65.0,1
77967,170.0,0
73631,210.0,1
46349,70.67,0
75659,62.0,1
21042,48.0,0
101665,103.0,0
117349,157.0,0
37051,77.88,0
14508,57.9,0
116152,122.4,0
41217,109.0,1
106984,106.2,0
63103,91.8,1
51967,140.4,1
97922,144.0,0
25547,81.9,0
38582,233.6,0
9577,82.8,1
38452,0.0,0
95784,105.3,0
40997,96.0,0
60251,100.0,1
50659,95.4,1
117483,190.0,0
42483,75.0,0
55337,62.0,1
68923,95.0,1
117263,89.1,0
107086,80.0,0
81260,69.0,0
66511,95.0,1
108815,93.6,0
23422,136.0,0
91396,95.0,0
116084,95.5,0
40844,94.5,0
75821,62.0,1
4641,84.0,1
27082,126.0,0
27908,122.43,0
40748,90.0,0
47094,68.0,1
102923,126.0,0
2362,101.5,0
8838,37.0,1
91230,90.0,0
50564,90.0,1
70479,120.0,1
101192,146.4,0
54845,62.0,1
10691,65.0,1
27740,146.75,0
5159,59.0,1
42293,116.0,0
26188,173.67,0
56555,110.0,1
50046,103.0,1
87825,74.0,0
72836,139.5,1
28477,90.0,0
30078,75.0,0
50108,90.95,0
70681,277.15,1
98540,95.0,0
110843,130.0,0
104833,115.12,0
79664,64.0,0
50619,156.0,1
79591,65.0,0
55003,121.5,1
59579,80.1,1
141,97.0,0
3612,29.16,1
66078,112.5,1
93881,100.87,0
112775,179.5,0
104756,94.67,0
55715,178.8,1
76264,75.0,1
40025,213.43,0
32117,0.0,0
47365,75.0,1
112079,107.0,0
68726,90.0,1
26433,251.0,0
114946,136.8,0
92424,187.0,0
67238,117.0,1
27798,159.0,0
95439,106.25,0
68294,170.0,1
36581,104.94,0
56349,75.0,1
86792,101.0,0
8377,164.17,1
33189,88.0,0
5285,84.0,1
62849,80.0,1
117437,179.1,0
62729,79.2,1
2882,48.0,0
67980,109.8,1
21103,80.85,0
67661,126.0,1
11166,90.0,1
7003,240.0,1
35995,54.71,0
68863,160.0,1
5171,69.36,1
65470,90.0,1
67354,120.0,1
5045,118.0,1
99970,79.0,0
85665,81.3,0
61896,72.25,1
65380,230.0,1
22708,174.0,0
50476,159.0,1
23882,71.89,0
6369,65.0,1
911,200.0,0
84714,86.0,0
49125,75.0,1
17222,31.64,0
6956,123.43,0
40331,68.5,1
25333,0.0,1
28440,79.41,0
69361,130.0,1
62532,75.0,1
90544,115.0,0
39784,292.0,0
114048,107.73,0
85601,81.9,0
5963,46.98,0
62895,71.28,1
106728,77.0,0
117882,112.67,0
81737,75.0,1
26404,90.1,0
72916,112.5,1
10072,54.0,1
76988,113.6,0
10690,73.0,1
99057,118.8,0
98943,160.2,0
18380,58.0,0
69481,100.0,1
86510,72.25,0
22302,39.0,0
7543,309.0,1
61807,102.34,1
78664,97.02,0
62017,161.67,1
87431,85.0,0
84581,173.0,0
72832,179.1,1
53833,99.45,1
5976,55.0,1
114011,89.1,0
65624,135.0,1
92581,127.8,0
23851,111.0,0
101544,54.75,0
57758,120.0,1
58663,105.0,1
75905,62.0,1
111474,130.0,0
56989,120.0,1
41113,62.0,0
102491,79.0,0
35406,99.0,0
65863,100.0,1
89982,65.0,0
47228,69.52,0
55336,103.5,1
110635,160.0,0
62664,65.0,1
47009,80.3,0
19437,46.0,0
106786,71.1,0
32127,35.0,0
65728,162.0,1
109628,120.0,0
68950,139.5,1
46125,72.25,0
93933,158.86,0
90382,114.96,0
96383,143.1,0
95109,138.55,0
112184,162.0,0
100654,129.0,0
28987,66.0,0
90800,115.2,0
39066,232.0,0
54923,152.1,1
11130,40.95,1
65323,127.2,1
35087,99.0,0
115970,126.6,0
35280,64.17,0
47623,61.0,1
4698,35.14,1
58446,110.0,1
48729,80.1,1
7567,259.0,1
40949,62.0,0
79480,109.0,0
15,97.0,0
116815,181.5,0
118523,234.0,0
114340,72.42,0
117011,121.5,0
40462,62.0,0
15777,173.0,0
92592,94.5,0
112032,185.0,0
3980,29.0,1
22991,73.69,0
46436,107.0,0
42192,60.0,0
39265,288.03,0
60403,140.0,1
9676,65.0,1
65050,62.0,1
88500,119.0,0
4463,43.0,1
21693,57.0,0
94869,99.45,0
68631,89.1,1
72585,125.0,1
26168,138.6,0
91711,115.0,0
116930,112.5,0
117715,193.0,0
110612,121.5,0
7721,241.0,1
75448,62.0,1
57553,154.0,1
90420,111.85,0
57733,106.2,1
108029,72.0,0
41595,81.0,0
38794,271.0,0
34230,56.7,0
34229,51.76,0
90176,87.78,0
34443,55.8,0
103596,74.88,0
7614,216.5,1
104562,108.2,0
78314,65.0,0
90706,121.0,0
47226,68.65,1
39223,314.0,0
1149,181.94,1
27665,168.71,0
35613,93.0,0
46026,90.0,1
106094,74.8,0
85253,75.0,0
67804,104.22,1
73179,160.0,1
41440,162.0,0
98030,101.33,0
21974,45.0,0
91554,95.0,0
106820,90.0,0
45725,70.0,0
67829,120.0,1
3975,118.0,1
90566,111.0,0
37578,80.95,0
74762,60.0,0
37233,140.0,0
112740,106.89,0
93103,72.25,0
1162,185.0,1
27329,219.0,0
22931,75.0,0
14966,43.0,0
81989,70.0,1
596,141.6,0
10023,37.8,1
45439,85.67,0
77506,77.0,0
19714,198.33,0
81755,75.0,1
26765,0.0,0
49317,100.0,1
47813,78.3,1
23858,115.0,0
57962,125.1,1
34434,46.64,0
53061,130.0,1
102603,88.4,0
13661,270.0,1
36701,100.0,0
30487,35.0,0
30804,37.01,0
34116,48.9,0
89895,161.0,0
20619,25.0,0
11119,185.33,1
48492,70.03,0
56297,85.5,1
2986,56.16,0
114457,162.0,0
106729,124.53,0
31400,89.31,0
60728,78.3,1
52560,120.0,1
23570,23.5,0
74761,60.0,0
12692,210.0,1
56736,168.3,1
63768,158.0,1
18627,63.0,0
69825,166.5,1
86371,114.04,0
16658,219.25,0
117626,121.6,0
34895,85.0,0
78201,58.4,0
13163,205.0,1
92180,103.5,0
94132,115.0,0
109401,120.0,0
5046,85.0,0
15790,119.81,0
100147,101.87,0
63182,60.0,1
96158,96.9,0
4522,85.72,0
87484,109.34,0
53998,114.3,1
92351,171.9,0
10757,71.57,1
39207,205.0,0
99857,91.63,0
106902,77.0,0
62271,71.19,1
42856,60.0,0
30354,73.0,0
43114,94.5,0
68547,90.0,1
39582,317.0,0
10384,58.6,1
48854,76.93,1
115454,114.4,0
82635,118.0,0
29507,78.0,0
29314,60.0,0
86682,131.0,0
18292,52.2,0
26258,135.5,0
24713,62.82,0
99468,202.5,0
704,149.0,1
80079,90.0,1
40826,90.0,0
92053,96.3,0
63457,80.0,1
31290,93.0,0
3067,43.2,1
63616,62.0,1
26680,175.23,0
108289,100.0,0
58143,108.0,1
66373,126.0,1
93742,125.1,0
23859,115.0,0
95224,72.25,0
107344,100.3,0
100042,108.0,0
97261,99.79,0
76451,62.0,1
11430,90.0,1
98698,111.35,0
58861,81.82,1
24791,63.3,0
91123,115.0,0
108813,93.6,0
55959,59.0,1
78579,65.0,0
83442,106.0,0
90239,136.0,0
66042,144.8,1
18966,79.0,0
42098,60.0,0
79277,126.0,0
115834,120.0,0
21928,58.0,0
54260,93.15,1
50436,109.65,1
98993,147.67,0
30348,85.2,0
98200,129.0,0
51964,119.85,0
118754,173.73,0
63698,103.8,1
59217,80.75,1
103779,90.3,0
82081,75.0,0
68157,110.0,1
29123,50.0,0
87621,133.8,0
84814,51.0,0
24996,143.0,0
20373,38.0,0
10748,69.25,1
31201,54.0,0
80050,106.0,0
110345,149.4,0
67839,120.0,1
88706,83.0,0
38225,228.0,0
65556,90.0,1
29690,64.8,0
97190,149.4,0
2122,50.4,0
60300,100.0,1
68305,160.0,1
56714,135.9,1
96932,126.9,0
51681,130.0,1
50096,96.0,1
118796,99.0,0
900,211.0,1
80916,65.0,1
41109,62.0,0
101561,75.0,0
25918,146.0,0
98866,85.0,0
111344,108.0,0
65034,59.0,1
101007,130.0,0
60824,93.6,1
64198,95.0,1
79200,106.2,1
1086,187.2,1
76041,101.5,1
72246,157.0,1
47949,73.95,1
55770,168.3,1
78544,76.67,0
114842,110.0,0
72309,132.5,1
119343,84.6,0
59016,62.0,1
106226,98.0,0
42562,65.0,0
7672,209.0,1
9502,72.0,1
113524,105.08,0
44553,70.0,0
51652,135.0,1
67369,137.14,1
48588,106.2,1
84859,140.0,0
93830,137.7,0
115582,65.18,0
87667,90.95,0
42927,80.0,0
47432,71.52,0
11153,62.0,1
89442,108.11,0
32784,48.0,0
117140,180.0,0
64183,81.9,1
25794,156.0,0
88235,97.75,0
60584,126.0,1
108436,106.2,0
23137,41.4,0
32716,43.0,0
60274,100.0,1
35655,158.0,0
66693,90.0,1
26863,268.5,0
9051,166.0,1
65390,150.0,1
89764,110.0,0
27090,214.0,0
82994,56.0,0
35068,89.0,0
46128,72.25,0
2460,108.0,0
60058,75.0,1
47887,92.6,1
84582,61.07,0
38224,196.0,0
93331,122.8,0
